target,id,sin day,cos day,sin hour,cos hour
0,2199421014,-0.9092793509883622,0.4161863307055902,-0.9906488833515817,-0.13643602865176105
0,1963457192,0.9807994651785018,0.19501899678124904,-0.19558956974702432,-0.9806858417486071
0,1989254411,-0.4634433351026617,-0.8861265570723642,0.2294835257687105,0.9733125455889088
0,1970925637,0.9060837431182673,-0.42309839335169985,0.996511091207074,0.08346044033724277
0,2222291204,0.25068173053085485,0.968069558439917,0.9794874195610402,-0.20150532231594978
0,1695914309,-0.6585956541605382,-0.7524970194763915,0.9491511060551986,-0.31482086632590467
0,2256170620,0.7731817814353167,-0.6341844627996732,-0.09613529748039648,-0.9953682758548997
0,2069425828,-0.14372908903980644,-0.9896170718837602,-0.8466191657574329,-0.5321991997102103
0,1981742233,0.08225947623158225,-0.9966109464430469,0.5450658933418034,-0.8383932084144657
0,2231846970,0.6553373964840923,0.755336280585973,-0.9582394305472692,0.28596712004082775
0,2174698748,-0.4037734132160124,-0.9148590223525651,-0.23004973719963107,0.9731788727743634
0,2217576854,-0.10939354249911698,0.9939985175338512,-0.6941874149099453,0.7197942990748449
0,2230188531,0.5866500308971858,0.8098405653264912,-0.9479769653749017,-0.3183389280603181
0,2051602685,0.9865738583251484,-0.1633157128675311,-0.40998936401526537,0.9120903033112228
0,2203398171,-0.7898747638646817,0.6132681773985288,-0.09092226738783236,0.9958579925336019
0,1978133139,0.48287305174888223,-0.8756903653088353,-0.37642639137955036,0.926446529419248
0,2322025740,-0.07720585652662044,0.9970151732636725,-0.514975738592844,0.8572047530553916
0,2174594505,-0.3960129904320724,-0.918244908185745,-0.2872908642808072,0.9578433897567946
0,2231286782,0.6322546981362142,0.7747606060485295,-0.9968944687304551,0.07874908389704408
0,2175346824,-0.4584833754324805,-0.8887029843834435,0.19123729284711696,0.981543833878297
0,2071603082,-0.28239128737628205,-0.9592993072101982,-0.9076249014487773,0.4197821319090385
0,2204740353,-0.7068422744217808,0.70737118904451,0.7089555570779706,0.7052531588644353
0,1976793550,0.5912007284019547,-0.8065244563787252,-0.9597848787800312,0.2807365071828045
0,2233070836,0.7015906513882345,0.7125802115443797,-0.7445057793618429,0.6676160157581712
0,1975067156,0.7233761357060907,-0.6904541739253398,-0.5830095789739448,-0.8124652797656179
0,1469068810,-0.9994020147413687,-0.03457763628261836,0.9708386449312061,0.23973386391609244
0,1835436603,-0.6232542256647854,-0.7820192901655232,0.9999977761878887,0.00210893795011388
0,2047368781,0.9861790882026211,0.1656828476090597,-0.39461021944548763,-0.91884861359703
0,2204981219,-0.6898677728767146,0.7239353948703721,0.8157592083672175,0.5783916613887952
0,1823309259,0.5117751314642038,-0.8591194415299871,-0.5803476755404329,0.8143688203110532
0,2068524232,-0.08328444450612764,-0.9965258156732849,-0.5510877129677316,-0.8344473216542762
0,2055942476,0.82121442349765,-0.570619725070403,0.44535155481687194,-0.8953557910809505
0,2282388679,-0.765376246504512,-0.6435830958677089,0.1808052469602907,-0.9835189183089608
0,2188664362,-0.9590348526923057,-0.2832881065654673,-0.4257134895634923,0.9048580136152159
0,1974808388,0.7360408287948956,-0.6769371450488761,-0.47306340642876543,-0.8810283840478765
0,1967895062,0.9959565808305622,-0.0898359009544402,-0.808204068325381,0.5889025249922968
0,2239477643,0.9387259804213194,0.3446643783190143,0.7785627150140344,-0.6275668082283953
0,1759456697,-0.26794908618342733,-0.9634330735517991,-0.9466726934344528,0.3221968521037387
0,1692987903,-0.33986176676276847,-0.9404754007909455,-0.6550156065051866,0.7556153487288638
